Date,Have?,Entered?,ESTC#,Subject,Title,Imprint,Author1,Author2,Author3,Author4,Editor,Translator,Printer1,PrinterLoc 1,Printer2,PrinterLoc 2,Engraver1,Engraver1 Loc,Engraver2,Engraver3,Engraver4,Illustrator1,Illustrator2,Illustrator3,Bookseller 1,SaleShop 1,ShopLoc 1,Bookseller 2,SaleShop2,ShopLoc 2,Bookseller 3,SaleShop 3,ShopLoc 3,Bookseller 4,SaleShop 4,ShopLoc 4,Bookseller 5,SaleShop 5,ShopLoc 5,Bookseller 6,SaleShop 6,ShopLoc 6,Bookseller 7,SaleShop 7,ShopLoc 7,Bookseller 8,SaleShop 8,ShopLoc 8,Bookseller 9,SaleShop 9,ShopLoc 9,Bookseller 10,SaleShop 10,ShopLoc 10,Bookseller 11,Sale Shop 11,ShopLoc 11,Bookseller 12,Sale Shop 12,ShopLoc 12,Bookseller 13,Sale Shop 13,ShopLoc 13,Bookseller 14,Sale Shop 14,ShopLoc 14,Bookseller 15,Sale Shop 15,ShopLoc 15,Bookseller 16,Sale Shop 16,ShopLoc 16,Bookseller 17,Sale Shop 17,ShopLoc 17,Bookseller 18,Sale Shop 18,ShopLoc 18,Bookseller 19,Sale Shop 19,ShopLoc 19,RefSource,Library,Format,# Subs,# Copies,# Women
1776,x,,T93940,Botany,a treatise upon planting,York,John Kennedy,,,,,,Anne Ward,Coney Street: York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,8vo,,,
1776,x,,T110447,Travel/Natural History,relation of a journey to the glaciers in the dutchy of savoy 2,London,Theodore Bourrit,,,,Frederick Davy,Charles Davy,George Robinson I,Pater Noster Row: London,George Robinson II,Pater Noster Row: London,,,,,,,,,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,613,787,118
1776,x,,T130903,Atlas/History/Geography,a new topographical historical and commercial survey of the cities towns and villages of the county of kent,Canterbury,Charles Seymour,,,,,,William Flacton,Canterbury,,,,,,,,,,,William Flacton,,Canterbury,Samuel Silver,Under the Assembly Rooms,Margate,Crow,,Margate,Smith,,Tunbridge Wells: Kent,Stephen Doorne,,Faversham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,Cornell University,12mo,,,
1776,R,,N2864,Travel/Natural History,general description of the west-indian islands,Dublin,John Singleton,,,,,,JA Husband,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,New York Public Library,8vo,151,150,
1776,R,,N56543,Agriculture/Arts/Manufactures,advancement of arts manufactures and commerce 2,London,William Bailey,Alexander Mabyn Bailey,,,,,Society for the Arts,The Strand: London,,,,,,,,,,,Robert Dodsley,Tully's Head,Pall Mall: London,Thomas Moore,No 33,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,Boston Athenaeum,2mo,,,
1777,x,,T184988,Map,a map of the country sixty five miles round london,London,John Andrews,Andrew Drury,,,,,Andrew Drury,St Martin's Lane: London,,,John Andrews,The Strand: London,,,,,,,John Andrews,No 40,The Strand: London,Andrew Drury,Dukes Court,St Martin's Lane: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oberlin College: Special Collections,1mo,,,
1777,x,,T103796,Natural Theology,dissertations on natural theology,Belfast,John Alphonso Turretin,,,,,William Crawford,James Magee,Bridge Street: Belfast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The Signet Library,8vo,,,
1777,x,,N8422,Encyclopedia,history of the earth 1,Dublin,Oliver Goldsmith,,,,,,James Williams,Dublin,,,,,,,,,,,James Williams,,Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Oxford University: Bodleian,8vo,298,510,12
1777,x,,T129300,Physics/Cosmology,electrical philosopher 2,Worcester,Richard Lovett,,,,,,Richard Lewis,High Street: Worcester,,,De Seve,,,,,,,,John Bew,No 28,Pater Noster Row: London,Samuel Bladon,The Papermill,Pater Noster Row: London,Richard Lovett,,Sidbury,Richard Lewis,The Bible and Crown,High Street: Worcester,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1777,x,,T91594,Botany,Illustratio systematis sexualis Linnaei,London,John Miller,,,,,,Robert Faulder,New Bond Street: London,,,,,,,,,,,John Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,85,114,9
1777,x,,T18605,Physics/Cosmology,mathematical principles of natural philosophy,London,Isaac Newton,,,,Robert Thorpe,,William Strahan,The Strand: London,Andrew Strahan,The Strand: London,,,,,,,,,William Strahan,8 East Harding Street,The Strand: London,Thomas Cadell 2,Catherine Street,The Strand: London,Andrew Strahan,8 East Harding Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Carnegie Mellon: Hunt,4to,,,
1777,x,,T83980,Travel/Natural History,flora londinensis,London,William Curtis,,,,,,,,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,William Curtis,No 51,Gracechurch Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Smithsonian Library,2mo,,,
1777,"R BL, not at Hunt Botanical",,T100167,Botany,british flora principles of botany,York,Stephen Robson,,,,,,Christopher Etherington,York,,,,,,,,,,,William Blanchard,Copper Gate,York,James Phillips,,Lombard Street: London,Benjamin White and Son,Horace's Head,Fleet Street: London,William Nicholl,No 51,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1777,R,,14,Map,a map of the county of essex 1,London,John Chapman,,,,,,Peter Andre,London,,,Peter Andre,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,National Library of Australia,1mo,,,
1778,x,,T53579,Agriculture/Arts/Manufactures,new complete dictionary of the arts and sciences,London,Erasmus Middleton,William Turnbull,Thomas Ellis,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,Samuel Leacroft,The Globe,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Cornell University,2mo,,,
1778,x,,N4909,Travel/Natural History,a new and complete collection of voyages and travels containing all that have been remarkable from the earliest period to the present time 1,London,John Moore 2,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Library of Congress,2mo,,,
1778,x,,T123497,Engineering,mineralogia cornubiensis a treatise on minerals mines and mining,London,William Pryce,,,,,,James Phillips,Lombard Street: London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,James Robson,The Feathers,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2,University of London,2mo,,,
1778,x,,T112877,Physics/Cosmology,elementary parts of opticks,Cambridge,Robert Smith,,,,,,John Archdeacon,Cambridge,,,,,,,,,,,John Merrill,Regent Walk,Cambridge,William Woodyer,1/2 Trinity Street,Cambridge,John Nicholson 1,Trumpington Street,Cambridge,Daniel Prince,New College Lane,Oxford,John Nourse,The Lamb,The Strand: London,Benjamin White and Son,Horace's Head,Fleet Street: London,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,Thomas Merrill,Regent Walk,Cambridge,John Woodyer,1/2 Trinity Street,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,239,274,0
1778,x,,T153456,Geology,an inquiry into the original state and formation of the earth,London,John Whitehurst,,,,,,Joseph Cooper,Drury Lane: London,,,,,,,,,,,William Bent,No 16,Pater Noster Row: London,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,American Philosophical Society,4to,,,
1778,x,,T113532,Agriculture/Arts/Manufactures,a treatise on forest trees 2,Edinburgh,William Boutcher,,,,,,Robert Fleming,Edinburgh,,,,,,,,,,,John Murray,No 32,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Columbia University,4to,,,
1778,x,,N30364,Physics/Cosmology,complete course of mathematics and natural philosophy,London,John Davison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,,,
1778,x,,N5096,Atlas/History/Geography,new and complete system of geography,London,Charles Middleton,,,,,,,,,,,,,,,,,,John Cooke,No 17,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,,,
1778,x,,T113819,Travel/Natural History,historia naturalis testaceorum britanniae,London,Emanuel Mendes da Costa,,,,,,,,,,,,,,,,,,John Millan,Locke's Head,New Street: London,Benjamin White and Son,Horace's Head,Fleet Street: London,Peter Elmsly,87 Southampton Street,The Strand: London,James Robson,The Feathers,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University: Ernst Mayr Library,4to,,,
1778,x,,T147407,Travel/Natural History,observations made during a journey round the world,London,John Reinhold Forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Boston Atheneum,4to,,,
1778,R,,15,Map,actual topographical survey of sussex 1,London,Thomas Yeakell,,,,,,William Gardner,Westhampnett,,,William Gardner,Westhampnett,Thomas Yeakell,,,William Gardner,Thomas Yeakell,,William Gardner,,Westhampnett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,1mo,,,
1779,x,,T63785,Agriculture/Arts/Manufactures,a treatise on the culture of the pineapple,York,William Speechly,,,,,,Anne Ward,Coney Street: York,,,,,,,,,,,William Speechly,Burlington House,London,,,Welbeck: Nottinghamshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Hunt Institute for Botanical Documentation,8vo,,,
1779,x,,T206123,Atlas/History/Geography,new practical geographical grammar use of schools,Dublin,Eliza Caldwell,,,,,,Richard Byrn,Sycamoke Alley: Dublin,James Byrn,Sycamoke Alley: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Dublin National,12mo,89,120,30
1779,x,,T105268,Mathematics,dissertation on the summation of infinite converging series,London,Antonio Mario Lorgna,,,,,Henry Clarke,,,,,,,,,,,,,John Murray,No 32,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,4to,,,
1779,x,,T88287,Agriculture/Arts/Manufactures,advancement of arts manufactures and commerce 3,London,William Bailey,Alexander Mabyn Bailey,,,,,,,,,,,,,,,,,John Walter 1,Homer's Head,Charing Cross: London,James Dodsley,North Side,Pall Mall: London,Peter Elmsly,87 Southampton Street,The Strand: London,Thomas Moore,No 33,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,83,83,0
1781,x,,T147250,Encyclopedia,collectanea curiosa; or miscellaneous tracts,Oxford,Archbishop Sancroft,,,,John Gutch,,Clarendon Press,Oxford,,,,,,,,,,,Daniel Prince,New College Lane,Oxford,Joshua Cooke,Near Clarendon Press,Oxford,Thomas Cadell 2,Catherine Street,The Strand: London,James Robson,The Feathers,New Bond Street: London,John Merrill,Regent Walk,Cambridge,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,R2,National Library of the Netherlands,8vo,,,
1781,x,,T87004,Travel/Natural History,the genera insectorum of linnaeus,London,Carl Linnaeus,,,,James Barbut,,Jacques Dixwell,Charing Cross: London,,,,,,,,,,,John Sewell,No 32,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R4,The British Library,4to,148,148,8
1781,x,,T137924,Physics/Cosmology,elements of the conic sections sir i newton's principia,Cambridge,Samuel Vince,,,,,,John Archdeacon,Cambridge,,,,,,,,,,,John Nicholson 1,Trumpington Street,Cambridge,John Merrill,Regent Walk,Cambridge,Samuel Crowder,,Pater Noster Row: London,G Hayes,,London,William Nicholson,,Wisbech,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,309,321,0
1781,x,,T147394,Engineering,naval architecture the rudiments and rules of ship building,London,Marmaduke Stalkartt,,,,,,John Boydell,Pall Mall: London,,,,,,,,,,,John Boydell,Shakespeare Gallery,Pall Mall: London,James Dodsley,North Side,Pall Mall: London,John Sewell,No 32,Cornhill: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,96,97,0
1781,x,,W12178,Anatomy/Medicine,first lines of the practice of physic 1,Philadelphia,William Cullen,,,,Benjamin Rush,,Charles Cist,Philadelphia,Melchior Steiner,Philadelphia,William Rollinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,National Union Catalog,8vo,,,
1781,x,,T134791,Anatomy/Medicine,compleat family physician 1,London,Hugh Smythson,,,,,,,,,,,,,,,,,,James Harrison,No 18,Pater Noster Row: London,Samuel Brooke,No 18,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,202,202,34
1782,x,,T229349,Atlas/History/Geography,new and universal system of geography,London,George Millar,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,776,776,41
1782,x,,T145442,Travel/Natural History,a general description of the east coast of scotland,Paisley,Francis Douglas,,,,,,Alexander Weir,Paisley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Oxford University,12mo,,,
1782,x,,T214820,Atlas/History/Geography,universal atlas being a set of maps 1,London,Thomas Stackhouse,,,,,,Harry Ashby,Drury Lane: London,,,Samuel Neele,The Strand: London,,,,,,,Harry Ashby,30 Russell Ct,Drury Lane: London,William Faden,No 5,Charing Cross: London,Thomas Longman,The Ship & Black Swan,Pater Noster Row: London,James Dodsley,North Side,Pall Mall: London,James Robson,The Feathers,New Bond Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,1mo,,,
1782,x,,T115000,Astronomy,the doctrine of eclipses,Norwich,Blyth Hancock,,,,,,John Crouse,Norwich,William Stevenson,Norwich,,,,,,,,,Martin Booth,3 Market Place,Norwich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,University of Michigan,8vo,,,
1782,x,,T109918,Mathematics,mathematical principles of geometry,Dublin,Sisson Putland Darling,,,,,,Joseph Hill,College Printing House: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Jefferson Library,8vo,,,
1782,R,,T88289,Agriculture/Arts/Manufactures,mechanical machines and implements of husbandry,London,William Bailey,Alexander Mabyn Bailey,,,,,William Bailey,London,,,,,,,,,,,Benjamin White and Son,Horace's Head,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,372,390,3
1783,x,,T214823,Atlas/History/Geography,universal atlas being a set of maps 2,London,Thomas Stackhouse,,,,,,Harry Ashby,Drury Lane: London,,,Samuel Neele,The Strand: London,,,,,,,Thomas Norton Longman,No 39,Pater Noster Row: London,James Dodsley,North Side,Pall Mall: London,James Robson,The Feathers,New Bond Street: London,Harry Ashby,30 Russell Ct,Drury Lane: London,Samuel Neele,No 352,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,1mo,,,
1783,x,,T202387,Poetry/Natural History,the poetical works of james thomson,Glasgow,James Thomson,,,,,,Andrew Foulis,Glasgow,Robert Foulis,Glasgow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,Cambridge University,2mo,,,
1783,x,,T87001,Travel/Natural History,the genera vermium,London,James Barbut,,,,,,James Dixwell,Charing Cross: London,,,,,,,,,,,John Sewell,No 32,Cornhill: London,Benjamin White and Son,Horace's Head,Fleet Street: London,Peter Elmsly,87 Southampton Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Jefferson Library,4to,,,
1783,x,,T31056,Mathematics,a complete system of practical arithmetic,Birmingham,William Taylor,,,,,,,,,,,,,,,,,,Pearson,,High Street: Birmingham,Richard Baldwin,,Pater Noster Row: London,Rollason,,High Street: Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,The British Library,8vo,,,
1783,R,,16,Map,topographical map of the county of suffolk,Bury St Edmunds,Joseph Hodskinson,,,,,,William Faden,Charing Cross: London,,,William Faden,Charing Cross: London,,,,,,,John Kendall II,,Cock Row: Bury St Edmunds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,114,114,1
1784,x,,T134074,Travel/Natural History,a new and complete collection of voyages and travels containing all that have been remarkable from the earliest period to the present time 2,London,George Anderson,John Moore 2,,,Richard Walter,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R9,University of Alberta,4to,,,
1784,x,,T90227,Travel/Natural History,a journal kept on a journey from bassora to bagdad,Horsham,Samuel Eversfield,,,,,,Arthur Lee,,Horsham,,,,,,,,,,James Fletcher,The Bible & Crown,St Paul's Churchyard: London,Charles Rivington I,The Bible & Crown,St Paul's Churchyard: London,Francis Rivington,The Bible & Crown,St Paul's Churchyard: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Library,8vo,,,
1784,x,,T7249,Anatomy/Medicine,short dissertation on the jamaica bath waters,Kingston: Jamaica,Thomas Dancer,,,,,,D Douglass,Kingston: Jamaica,Alex Atkinson,Kingston: Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,8vo,244,258,0
1784,x,,T147680,Travel/Natural History,a tour in the united states of america,London,John Ferdinand Smyth Stuart,,,,,,George Robinson I,Pater Noster Row: London,George Robinson II,Pater Noster Row: London,,,,,,,,,James Robson,The Feathers,New Bond Street: London,John Sewell,No 32,Cornhill: London,George Robinson I,,Pater Noster Row: London,George Robinson II,,Pater Noster Row: London,James Robinson,,Pater Noster Row: London,John Robinson,,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Alberta,8vo,,,
1784,x,,T133957,Travel/Natural History,travels into poland russia sweden and denmark,London,William Coxe,,,,,,John Nichols,Fleet Street: London,,,,,,,,,,,Thomas Cadell 2,Catherine Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of California,4to,,,
1784,x,,N31265,Physics/Cosmology,an essay on the investigation of the first principles of nature,Dublin,Felix O'Gallagher,,,,,,Joseph Hill,College Printing House: Dublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,University of Michigan,8vo,,,
1784,x,,T145978,Travel/Natural History,a voyage to the pacific ocean,London,James Cook,James King,,,,,William Strahan,East Harding Street: London,Andrew Strahan,East Harding Street: London,,,,,,,,,George Nicol 1,No 441,The Strand: London,Thomas Cadell 2,Catherine Street,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Marine Biological Library,4to,,,
1784,x,,T154153,Anatomy/Medicine,history of the absorbent system,London,John Sheldon,,,,,,,,,,,,,,,,,,John Sheldon,Great Queen Street,Lincolns Inn Fields: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Harvard University,4to,,,
1784,x,,T85369,Travel/Natural History,a year's journey through the paix ba_s and austrian netherlands,London,Philip Thicknesse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,American Philosophical Society,8vo,,,
1784,R,,17,Map,new and accurate map of the county of cornwall 2,London,Thomas Martyn,,,,,,William Faden,Charing Cross: London,,,,,,,,,,,William Faden,No 5,Charing Cross: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,1mo,,,
1785,x,,T229349,Travel/Natural History,new complete and universal body of natural history,London,George Millar,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,Alexander Hogg,No 14,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,2mo,258,258,14
1785,x,,N5260,Travel/Natural History,a new and complete collection of voyages and travels containing all that have been remarkable from the earliest period to the present time 3,London,John Moore 2,,,,,,Alexander Hogg,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Folger Shakespeare Library,8vo,,,
1785,x,,T62565,Botany,flora cantabrigiensis,Cambridge,Richard Relhan,,,,,,John Archdeacon,Cambridge,,,,,,,,,,,John Merrill,Regent Walk,Cambridge,Thomas Cadell 2,Catherine Street,The Strand: London,Benjamin White and Son,Horace's Head,Fleet Street: London,John Wilkie,No 71,St Paul's Churchyard: London,Daniel Prince,New College Lane,Oxford,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Bavarian State Library,8vo,,,
1785,x,,T78088,Agriculture/Arts/Manufactures,national improvements upon agriculture,Edinburgh,David Young,,,,,,John Bradfute,Edinburgh,John Bell,The Strand: London,,,,,,,,,John Bradfute,32 Parliament Close,Edinburgh,John Bell,,The Strand: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,Princeton University,8vo,,,
1785,x,,W13715,Agriculture/Arts/Manufactures,new system of husbandry 4,Philadelphia,Charles Varlo,,,,,,Thomas Bradford,Philadelphia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,National Union Catalog,8vo,873,,
1785,x,,T114403,Anatomy/Medicine,compleat family physician 2,London,Hugh Smythson,,,,,,,,,,,,,,,,,,James Harrison,No 18,Pater Noster Row: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,202,202,34
1785,x,,T89363,Atlas/History/Geography,a treatise on inland navigation,London,John Phillips,,,,,,,,,,,,,,,,,,Samuel Hooper 1,No 212,Holborn: London,John Merrill,Regent Walk,Cambridge,William Whittingham I,88 High Street,King's Lynn: Norfolk,Thomas Foreman,,Newmarket: Suffolk,T Fortin,,Swaffham: Norfolk,John Crouse,3 Market Place,Norwich,J Browne 1,,Diss: Norfolk,Robert Tingay,,Beccles: Suffolk,John Watson,,Thetford: Norfolk,John Earthy,The Post Office,Stowmarket: Suffolk,John Trotman,,Sudbury: Suffolk,Richard Leatherdale,Benton Street,Hadleigh: Suffolk,Peter Gedge,,Cook Row: Bury St Edmunds,Charles Frost,Market Pl,Chelmsford: Essex,William Keymer,The Bible & Star,High Street: Colchester,Joseph Smithiman,,Braintree: Essex,Wallace,,Brentwood: Essex,Thomas Merrill,Regent Walk,Cambridge,William Stevenson,3 Market Place,Norwich,R7,The New York Society Library,4to,,,
1785,R,,18,Map,a map of the county of essex 2,Colchester,John Chapman,,,,,,Peter Andre,London,,,Peter Andre,London,Thomas Yeakell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,State Library of New South Wales,1mo,,,
1786,x,,T102271,Mathematics,elements of plane and spherical trigonometry 1,London,Vasili_ Nikitich Nikitin,,,,,Prochor Souvoroff,James Fletcher I,Oxford,James Fletcher II,Oxford,,,,,,,,,John Merrill,Regent Walk,Cambridge,Peter Elmsly,87 Southampton Street,The Strand: London,James Fletcher I,In the Turl,Oxford,James Fletcher II,In the Turl,Oxford,Thomas Merrill,Regent Walk,Cambridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R6,The British Library,4to,,,
1786,x,,T65123,Engineering,the plan and description of a machine calculated to act as a preservative against fire and house-breaking,Birmingham,William Hamlet,,,,,,Miles Swinney,High Street: Birmingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R7,The British Museum,8vo,,,
1786,x,,T110886,Astronomy,the astronomy of comets,Bury St Edmunds,Blyth Hancock,,,,,,Peter Gedge,Cook Row: Bury St Edmunds,,,,,,,,,,,John Murray,No 32,Fleet Street: London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R3,Library of the British Museum,8vo,,,
